,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
5079,ALK,HOLX,EL,ABMD,ABT,NWSA,AKAM,TMO,HCA,MSCI,ZBH,VTRS,IPG,ROK,BKR
5080,FBHS,ALK,OMC,PPG,AVB,CPRT,TMO,MCD,AVGO,MCD,AES,PSA,ESS,DFS,LYB
5081,TXT,AOS,TSCO,NFLX,ROL,DVA,UDR,TER,EBAY,LRCX,CI,NTAP,PKI,DOW,FE
5082,EXPE,UDR,HD,AMD,AZO,UAA,ATVI,DLR,DFS,NTRS,FTNT,HST,TFX,DUK,FE
5083,ALGN,REGN,PAYX,ORCL,REG,LYB,LYB,NRG,NXPI,NWL,CTVA,HOLX,MRO,CTVA,PKI
5084,NCLH,USB,APD,MS,HPQ,CHD,MRO,AIG,HBAN,BDX,CNP,NUE,VMC,VMC,XOM
5085,SPG,RJF,MPC,FANG,WMB,GPN,BFB,VMC,EMN,ORCL,BMY,COF,DD,DOV,CRM
5086,JNJ,REG,CF,DTE,D,DOW,HAL,HLT,TMUS,CCI,OGN,STZ,HAL,CNC,TMO
5087,HPE,ENPH,VRSN,MS,CAH,EMR,ISRG,TER,WMT,FE,FDS,MO,MCO,BKNG,SYF
5088,AEE,FDX,ORLY,CAH,EA,VNO,CRM,OKE,DLR,COF,HUM,WDC,VRSN,EFX,EPAM
5089,BR,ZTS,WELL,MNST,ANTM,CSCO,SYF,SWK,HBAN,UA,FANG,RSG,LUMN,USD,HST
5090,EQR,RL,AMD,CBOE,J,NOW,GM,DPZ,WAT,MSFT,CME,C,SLB,PRU,AON
5091,CPB,GOOG,PSA,HIG,SEE,PVH,TFC,WTW,NSC,HUM,MTD,WM,AEP,FANG,KO
5092,WRK,MMC,TSN,PNW,ITW,MNST,MA,VNO,INTU,SIVB,BXP,CPT,PARA,LDOS,IT
5093,CINF,BSX,BXP,CF,TYL,BA,FFIV,STX,FIS,KLAC,AWK,AMZN,QRVO,SRE,DOW
5094,SLB,TDY,SPG,LYB,BR,POOL,INTC,K,FITB,NCLH,NI,SNA,INTU,AVGO,ANSS
5095,WELL,TJX,OXY,UAL,ADSK,MPWR,INTU,HRL,RF,TDY,CPB,CCL,WAT,RL,WELL
5096,MGM,DRE,NWL,ROP,NLSN,COST,MRK,TFC,FCX,ES,PENN,ISRG,HES,MTCH,SYK
5097,ALL,JKHY,ETN,EVRG,CE,ABT,KLAC,ANTM,CAH,UDR,AMGN,MHK,WDC,CAG,ALLE
5098,JCI,CRM,NLSN,DUK,AMP,ADP,AAL,IP,MKC,CEG,CZR,JPM,SHW,REG,AES
5099,RTX,CTVA,ZION,SWKS,AAPL,DHI,AEP,PTC,CB,JCI,MCHP,BXP,O,CSCO,WHR
5100,LUV,EXPE,MAS,ES,WDC,ORCL,HCA,SCHW,GPN,ATVI,JCI,JKHY,AAP,RHI,NLOK
5101,VNO,FE,PNW,MGM,DAL,NKE,CFG,CI,RHI,SBAC,VLO,FANG,KMB,TXT,T
5102,MET,WELL,PLD,MCD,ULTA,ZBH,NI,CDAY,MA,RMD,DGX,ALB,DRE,LRCX,EXR
5103,CBOE,MCK,KMI,PH,OKE,LUMN,CAG,NUE,PNR,EMR,TWTR,LNC,LHX,CNP,IR
5104,AIZ,VLO,AIZ,ADBE,VMC,XOM,IBM,CDAY,CE,GRMN,GL,HIG,CSCO,TRV,MCK
5105,AEE,BIO,MKC,COP,OTIS,LYV,KEYS,INCY,BIIB,KMB,BLK,TWTR,LOW,MGM,MRNA
5106,APD,EXPE,GIS,AMP,ZBH,ALB,BSX,SWK,MCD,AFL,MTCH,LUMN,LDOS,HST,SYK
5107,GNRC,BIIB,TRV,TJX,CERN,CNC,SPGI,AON,WY,CDW,OGN,CPT,SBUX,MDT,JKHY
5108,NWSA,SPGI,HD,TYL,CHTR,ATO,AVY,LYV,WBD,AAP,NKE,PKI,CLX,PH,KMI
5109,CTLT,HII,MPC,HWM,EQR,PAYC,KMB,CMI,GILD,JNJ,SRE,NOC,MTCH,CTVA,GD
5110,TSLA,INTU,SEDG,FTNT,ABT,SBAC,KLAC,HES,CMI,SYF,BEN,KIM,MCO,ACN,VMC
5111,PEAK,AVY,PLD,GPC,HCA,HON,PXD,ZBH,AMP,F,EXR,NVR,MDT,PPL,AVY
5112,QCOM,PSX,PKG,DLTR,AMP,MA,T,STX,LHX,ZBH,ATO,UAL,TFC,CMS,MS
5113,CTAS,LNC,ECL,TRV,HUM,MOH,MNST,ADBE,MDT,TDY,GRMN,BBWI,NDAQ,ULTA,QCOM
5114,CF,FOX,GRMN,ROK,HPQ,ETSY,AAL,STT,WM,CDNS,ROL,CMCSA,DOV,PM,STX
5115,HCA,DFS,GPC,EQR,WBA,NVDA,CERN,SWK,CMG,AVY,KEY,T,KMX,UNP,VMC
5116,SO,AMT,RL,IFF,TSN,NVDA,ANET,ALB,HRL,TFC,HST,DVN,LUMN,MNST,WDC
5117,AAP,KO,TECH,SPGI,ETN,CTRA,NDAQ,FRT,RF,WAT,EPAM,IEX,ZBH,MSI,QCOM
5118,UBFUT,IT,ESS,GOOGL,GWW,XTSLA,XOM,AKAM,AEP,OGN,NWSA,TECH,CNC,ED,TXN
5119,SBUX,FAST,PNC,PKG,SRE,WBA,CHTR,VTR,LYB,TSCO,FCX,PYPL,PWR,AVGO,WELL
5120,ALK,LOW,NLOK,LHX,FCX,MTCH,CHRW,CDW,CPB,ROP,AWK,BDX,NTAP,ITW,OTIS
5121,BKR,MAA,AAPL,SO,ORCL,GLW,AMD,BLL,AAPL,MCO,DXC,STX,CHD,XRAY,PNC
5122,K,REGN,STZ,EA,PAYX,AIZ,PEAK,EL,AAL,ED,RE,FDS,AWK,DGX,CDNS
5123,IP,RTX,SBNY,TXT,CARR,CHTR,CNC,BEN,TMO,SWKS,IDXX,PM,TWTR,TYL,TRMB
5124,BSX,CHD,IP,CHRW,BBY,SPG,PGR,PKI,EXC,LW,PG,ZBRA,WELL,SNA,SJM
5125,MMC,PG,TFX,RE,USD,OGN,WAB,EQR,ZION,URI,IVZ,IRM,MA,RSG,V
5126,DVN,KEYS,WDC,CEG,FDS,HCA,A,NOC,GD,PEAK,ADM,NTRS,DRI,STZ,LLY
5127,NEE,AES,CSCO,MMC,FITB,IPG,ES,MCK,AAP,TSLA,CHRW,MNST,XRAY,ORCL,ICE
5128,PSA,SWK,CDAY,TPR,IDXX,MRK,TYL,PVH,SO,TJX,HUM,FBHS,EXPD,ADBE,AMT
5129,VLO,PNC,TXT,LNC,DIS,CE,VFC,REG,HOLX,ADM,HLT,TXN,MNST,CPB,FAST
5130,ZTS,MKTX,SEE,SNA,ROST,O,DHI,DGX,HBAN,ABC,TPR,BMY,URI,OXY,LNT
5131,CSX,NTAP,GIS,VRTX,JBHT,BIIB,VTR,JNPR,V,AMAT,MA,HCA,WRB,XYL,WRK
5132,HSIC,IPG,TXN,MLM,APH,HSY,GILD,JBHT,FRC,ANSS,CTLT,WDC,EXPE,MCD,T
5133,BWA,EL,SEE,ROL,STE,SYY,NEM,SRE,V,DVA,MSI,FRT,MKC,PPG,NLSN
5134,GM,FFIV,LEN,MRO,BWA,EIX,SBNY,ZION,RCL,TMO,CZR,TRV,RHI,AJG,AMGN
5135,UAL,INTC,AAPL,AES,AMZN,DISH,MAR,MU,BKR,IFF,MSI,CMG,MNST,CTXS,SBUX
5136,SBAC,SRE,MDLZ,TROW,CBOE,LUV,DLR,RF,K,DTE,HIG,MCHP,UHS,J,CAT
5137,HSIC,ADP,MCHP,ACN,CEG,SHW,WBA,CAH,CF,HAS,WDC,CEG,DE,TDY,LW
5138,FDS,BLK,CDAY,WEC,TPR,INTC,GILD,SEE,ESS,CERN,DPZ,DD,NTRS,UBFUT,AZO
5139,AVGO,MU,ETR,HBAN,UPS,TECH,AKAM,OGN,KMI,CFG,ITW,EQIX,ANSS,DUK,NKE
5140,DPZ,CDAY,AWK,HSY,FDX,COO,IT,IDXX,CTVA,MRK,WBD,FLT,SCHW,SHW,GD
5141,INTC,PKG,IT,EMR,OXY,COP,NVR,MHK,HSY,BWA,SBAC,PNC,ANSS,HD,DFS
5142,VTR,APA,EOG,AVGO,MSFT,KMX,WTW,WEC,EXR,CAG,WM,V,MAS,STE,LDOS
5143,WY,L,VRTX,IDXX,VMC,WYNN,PWR,TROW,FDX,IRM,JNPR,V,BR,NDSN,ABMD
5144,STT,RL,CVX,MNST,TGT,ADP,INTC,WY,CNC,ESS,ACN,MAA,ED,BA,INTU
5145,COST,AAPL,TTWO,AVGO,ALL,ADBE,AAL,DE,CARR,DVA,NLOK,LH,LDOS,NWL,RL
5146,VMC,LUMN,DHR,INCY,MPWR,SYK,AVB,TGT,AAL,ROK,ORLY,KMI,EA,AVGO,CPB
5147,PM,NTAP,IVZ,CCL,KEYS,NWSA,AMP,CF,WELL,LYV,SBAC,DHR,RF,SBUX,CHTR
5148,VFC,CI,HWM,LYB,DXCM,CSX,WRK,ED,ED,FTV,DRI,HBAN,BEN,APTV,CVX
5149,WTW,DD,CE,ROK,RE,HWM,ESS,IP,MET,CTVA,ANSS,TFC,CRL,PG,BKNG
5150,NWS,VLO,ZION,WST,ABMD,MU,BIO,AVB,ROL,BAX,DISH,AKAM,LLY,KEY,AKAM
5151,CHRW,VRTX,PAYX,PHM,ALGN,ICE,WST,BDX,EW,CBRE,AES,BEN,HD,TMO,NOW
5152,SLB,BKR,PSA,FBHS,AIG,ABMD,IR,AVY,ROK,LOW,VRSK,ITW,ALL,PLD,F
5153,FDS,INTU,VZ,ENPH,VLO,D,VLO,ROST,OXY,EVRG,ABMD,ABC,GE,F,CBRE
5154,GPC,VTRS,AAPL,KMX,USD,CPRT,FTNT,CME,BIIB,HBAN,STT,IEX,RTX,COP,SRE
5155,L,APD,FFIV,AAP,ADSK,BEN,VZ,TMUS,AMCR,EMN,CPB,SIVB,APD,IBM,AMAT
5156,PVH,ENPH,WY,SYK,FTV,SO,BA,LOW,ALLE,TFX,LH,LW,SO,NLSN,PSX
5157,ALB,CHRW,ROL,CRM,BLL,OGN,CAT,FITB,EBAY,AIZ,EXC,LNC,TRMB,RSG,HCA
5158,AJG,INCY,DISH,GRMN,DVA,PKI,PYPL,NXPI,AZO,DXC,HII,SBUX,NSC,EIX,PLD
5159,MSFT,HOLX,PKG,BK,PG,AES,ETSY,MKC,CTAS,AKAM,SO,CTLT,WMB,DGX,AZO
5160,ECL,JBHT,ATVI,PKI,SWKS,PKG,AAP,NOC,ABMD,CB,MTCH,WST,DUK,NKE,FRC
5161,AMD,MDT,BA,APH,PARA,BMY,GNRC,NTRS,KMX,AES,NKE,NI,PHM,JCI,REG
5162,GPN,RHI,JNPR,EW,HWM,AMZN,AMGN,AAL,ZBRA,TSLA,DOV,TROW,TXT,ADI,LIN
5163,MTCH,CNC,AME,SYY,ARE,MNST,AMGN,MKC,LOW,VNO,LH,GIS,ABBV,AVY,IFF
5164,AON,TPR,IFF,LEN,KO,JKHY,WAT,FOXA,ODFL,BRO,FAST,UHS,SLB,PNW,AIZ
5165,ORLY,YUM,LNT,NLSN,AVY,CE,IEX,IP,CRL,EXC,DE,UPS,FRT,CAG,RHI
5166,L,DVN,PFG,LLY,LYV,APA,PRU,ADSK,WAT,MCK,MRNA,CPRT,APD,MAA,DRE
5167,DIS,PM,IFF,GM,AEP,GD,TMO,JKHY,DXCM,FANG,ALB,DHR,PCAR,DIS,PAYX
5168,NCLH,PVH,ADI,OMC,MCD,TXN,FBHS,CVX,GIS,CME,NWSA,CF,XYL,IQV,CAH
5169,HIG,TEL,LOW,KEY,COST,ANSS,RF,LRCX,GOOGL,TROW,KHC,KMX,AMD,AAP,UNP
5170,PPG,CNC,LIN,BXP,GPN,ROK,VRTX,CARR,NLSN,MGM,TMUS,HON,CTSH,UDR,OMC
5171,AME,AES,TGT,DE,VTRS,URI,FB,POOL,NEE,ATO,XYL,AZO,FTV,HAS,CDW
5172,SNPS,UAA,PVH,ARE,CNC,VRTX,APA,AAPL,CRL,ALLE,RSG,SYK,PCAR,DVN,LH
5173,SNPS,MCHP,NKE,AOS,GNRC,EXR,BRKB,AMD,RHI,RJF,DG,WY,CERN,FTNT,MLM
5174,OKE,LH,BBY,TMUS,ALK,IBM,GLW,PVH,QCOM,KMB,ZTS,TMUS,COO,PNR,MO
5175,UNP,LYV,TSCO,TEL,CB,IFF,A,EOG,EFX,MSFT,CAH,SBUX,CHRW,DLR,RF
5176,WMB,VLO,HBAN,CHRW,TAP,CTAS,ATO,MET,VTR,ILMN,LMT,CTRA,BFB,CERN,TAP
5177,WRK,DFS,DLTR,RHI,NTRS,BAC,TSLA,LVS,SJM,EXPD,PRU,SRE,FTNT,SEDG,USB
5178,UNH,SYF,AFL,NEM,SEDG,ORLY,CAT,HII,TEL,UPS,PKG,AMP,LDOS,CB,NXPI
5179,HAS,HES,PVH,UAA,O,NLOK,VZ,ILMN,NEM,FITB,AZO,TDG,AON,ES,AXP
5180,MMM,TRV,AEP,VFC,EIX,JNJ,PKI,SBNY,MSFT,NFLX,AZO,EXPD,CTAS,HIG,CRL
5181,FAST,FMC,CPB,CNP,DFS,APH,USD,ABT,FTV,PG,KIM,NDSN,EL,LLY,AVB
5182,MKC,T,URI,VTR,RE,CBOE,WTW,CL,JCI,DFS,AMCR,OKE,DXC,DFS,L
5183,HLT,EW,IFF,STZ,AMAT,ANET,CTXS,EOG,NRG,CME,MTD,PWR,ITW,FTNT,ARE
5184,XRAY,ISRG,CBOE,MMC,WM,WAT,LYV,FTNT,CHD,ALGN,MA,ADSK,GOOG,VRSK,ORLY
5185,AJG,HWM,BK,BSX,XYL,ANET,ZION,AMP,OKE,ISRG,NWS,HST,RHI,NI,INCY
5186,PCAR,TXN,NOC,BR,ANET,ICE,SCHW,CTLT,CF,MCK,ANTM,BIO,RCL,NLOK,OMC
5187,ECL,IRM,CDNS,KR,FBHS,DUK,ROP,LUMN,FLT,DOV,COF,CCL,WBD,RL,MS
5188,TSLA,DPZ,EFX,SNA,MNST,KLAC,PEAK,BEN,ABBV,CSCO,BMY,HPE,SNA,USD,HES
5189,FCX,CHTR,JNPR,ABT,LOW,HSIC,IRM,ALGN,AVY,LNC,DOW,ARE,PPL,KMB,CAG
5190,IBM,ETR,RSG,FRT,CSCO,PPL,BAX,SWKS,GILD,BIIB,IVZ,MCD,ENPH,CMA,WDC
5191,USD,SRE,PXD,HII,QCOM,STT,KO,WAT,BRKB,APA,SWKS,HSY,BIO,ICE,BMY
5192,FDS,RSG,K,WAB,LNC,BEN,USB,AOS,KMB,CERN,DOV,FITB,HIG,XOM,COST
5193,FMC,PSX,PFE,BLL,MOH,PGR,MTB,FDS,LW,RJF,ETN,NI,KHC,KR,MTD
5194,CTAS,SNA,MTCH,LNC,CNC,CCL,CTLT,FRT,NOC,SO,FISV,AAL,OXY,MGM,MSI
5195,ROK,LMT,SBAC,JCI,AMP,NLOK,ILMN,AJG,ETSY,ANET,SNPS,STX,CL,URI,MCO
5196,QRVO,KMB,MRK,HSY,KLAC,PYPL,CERN,EL,AXP,BKR,UAA,C,AEE,MTB,COP
5197,PEG,PPG,KLAC,CCI,DXC,DLR,SJM,FBHS,AIG,DE,UA,MCK,WBA,UNP,ORCL
5198,IVZ,CDAY,HBAN,HUM,PCAR,MPC,KIM,WY,EL,NTRS,ADP,FE,MET,HAS,CTXS
5199,URI,XRAY,MSI,AMD,AAP,DXCM,ETSY,KMX,NDAQ,HIG,CSCO,HRL,HPQ,TMUS,PSX
5200,DE,MRO,VLO,LHX,ORLY,SYY,ANSS,CMCSA,CSCO,GS,CMG,TYL,PPG,KIM,HSY
5201,PHM,PSX,CRM,VZ,ISRG,EMR,UA,WFC,TSN,QRVO,WEC,JCI,MET,V,PTC
5202,ABT,PH,HBAN,LKQ,TMUS,CINF,WMB,XTSLA,DFS,IP,IRM,TRMB,AAPL,REGN,L
5203,DXCM,ENPH,DXCM,CRM,CTLT,MPC,TXT,MO,TTWO,NWSA,JPM,GPC,DOV,WAB,LYB
5204,BMY,ITW,MTCH,FCX,LH,COO,KEYS,ALL,AXP,CRM,FISV,NDSN,WMB,SYY,PFG
5205,TDG,DRI,BWA,SYF,WAB,FBHS,NLSN,LYB,ROL,PKI,ENPH,VTRS,CPB,DIS,KEY
5206,ETSY,WRK,HST,AMD,HAS,OGN,IQV,PSA,PRU,BWA,IPG,TXT,ABMD,LUMN,NWSA
5207,DUK,DGX,BBWI,ADSK,APH,COP,RTX,SYF,FIS,WBD,ENPH,CNC,NDAQ,NLSN,DGX
5208,ROP,ZBRA,TEL,BEN,ROL,ED,ED,WMT,SJM,DISH,OKE,CF,EW,APA,EW
5209,SBUX,EMR,WRK,MRNA,ETN,BAX,MCHP,FFIV,SEE,EOG,EIX,WHR,TT,O,AON
5210,IR,UAL,MAA,WBA,WMB,IFF,TRMB,TEL,CBOE,COP,FDX,REG,ANET,CNC,HES
5211,FCX,CMI,BA,AMZN,MAS,AKAM,ICE,FBHS,TDG,CRM,JCI,ALL,CLX,NEE,WMT
5212,CCL,SPG,AMGN,HOLX,MAR,AAPL,EXPD,FMC,WMT,FMC,TER,WM,TTWO,CMS,SLB
5213,CTRA,INCY,FTNT,COST,ALGN,HIG,FBHS,AIZ,DUK,L,ETN,IVZ,IDXX,MA,ADM
5214,CPRT,JCI,MHK,DPZ,MCHP,NDAQ,EMN,SLB,ZION,CRL,MRK,AEE,L,DAL,AJG
5215,NVDA,LYB,TER,NXPI,CL,HWM,TXN,SLB,DVN,ILMN,CTRA,LRCX,EFX,IP,DXC
5216,MAR,SJM,LKQ,ICE,NCLH,EPAM,USD,AMAT,BIO,TYL,FOX,WST,SWK,VTRS,CZR
5217,FB,NSC,CNP,IT,AMZN,GL,JNPR,CVX,AXP,ROP,PCAR,TMO,KMX,NWSA,LHX
5218,INTU,DG,LKQ,DTE,FTV,AEE,CPB,CSX,EW,NVDA,ADBE,WTW,NKE,SYK,LMT
5219,CERN,VLO,LYV,IP,HCA,OKE,PGR,TDG,PSX,VTR,DLR,MKTX,ESS,TXN,MTCH
5220,MAR,EVRG,CTAS,PFE,QCOM,ETR,LDOS,MAR,GM,ROK,MS,TXN,EMN,CRL,MPC
5221,NTAP,CTLT,DD,INTU,ZION,GS,LNC,UAL,RMD,PEAK,CMS,CMA,ADM,FLT,NSC
5222,MAS,UNP,AMP,HON,WYNN,FOXA,GOOGL,LYV,STX,WDC,XYL,IFF,PGR,FIS,PEG
5223,FOX,ISRG,LRCX,HSY,MAR,IPG,RTX,ZION,AMAT,RJF,XOM,AVGO,IR,HAS,UAA
5224,WTW,CEG,ISRG,DVA,CEG,SIVB,CFG,DIS,BAC,TPR,WDC,EVRG,K,AVB,IEX
5225,SPGI,VFC,TWTR,DXC,OMC,J,HPQ,DOV,NCLH,SPGI,AZO,IQV,YUM,SNPS,AME
5226,GPN,DHI,BFB,GE,PLD,AIG,DAL,LKQ,RMD,BWA,CHD,PAYC,QCOM,MCHP,EMR
5227,MCO,TXN,WHR,CSCO,HCA,HCA,HWM,D,REG,AZO,USD,PARA,AIZ,CAH,RMD
5228,NOW,SBAC,CTLT,DHI,WDC,CTLT,WFC,CAH,LMT,NWS,DOW,GOOG,CERN,MAA,CF
5229,BIIB,CHD,MSFT,ZTS,RE,AES,TROW,PKI,ILMN,ZBH,MSFT,ADM,GWW,BLK,CLX
5230,NKE,ALLE,AVB,DRI,PH,NCLH,PAYC,EXPD,JPM,LLY,IFF,CERN,MGM,AXP,ECL
5231,PH,COP,SHW,HRL,HLT,HII,LH,VRTX,VTRS,DAL,ATVI,LIN,MU,GLW,UA
5232,MRO,ABBV,WEC,BFB,PXD,FOXA,DUK,GOOGL,J,CBOE,HST,SPGI,D,SBNY,GIS
5233,CTVA,VZ,D,HSIC,EXPE,UNP,WM,IEX,ANSS,AOS,CNP,TER,HSIC,WTW,LUV
5234,QRVO,MAR,FITB,BLK,FDX,REG,MRK,EIX,MHK,LUV,TYL,MGM,DRE,TT,SLB
5235,GIS,PFE,AMZN,IEX,PEG,CAT,MPWR,AIZ,SEDG,HON,INTU,KEY,ALB,PPG,ATVI
5236,ABT,TER,LEN,TECH,RCL,TJX,BR,JKHY,CTRA,FDX,HIG,TROW,CLX,WMB,HLT
5237,TT,NKE,PFE,LOW,CERN,CRL,ADP,TMUS,FRT,CDW,JNJ,RJF,SRE,HLT,XRAY
5238,ORCL,WFC,OMC,TSLA,AEP,INTU,PWR,AAPL,ABMD,O,SYK,AMD,PEP,NDAQ,MRO
5239,HAL,APA,MTB,TJX,ROST,IDXX,RJF,WMB,XTSLA,MCHP,PENN,PEAK,ROP,ABBV,CMG
5240,MKC,IPG,PKG,AWK,IPGP,ALK,HAS,SWKS,CSCO,TROW,AEE,FDX,KO,CMCSA,CE
5241,UBFUT,HRL,ORCL,ECL,AON,TYL,BIIB,ZBH,PKI,LKQ,AMT,NEM,RE,MSFT,EVRG
5242,EL,EBAY,MPC,A,J,NDSN,ADM,INTU,BAX,GOOGL,ORLY,EL,MRK,NFLX,ALLE
5243,GPC,LNC,IR,EA,PFG,AIZ,NWSA,HD,WAB,GLW,SBAC,HES,TRV,ZBRA,JNJ
5244,PEG,HPQ,CTLT,AAP,IBM,TRV,NKE,CHD,ABMD,CCI,BSX,CCI,PENN,ABT,BA
5245,ADI,TER,SPG,IFF,AMD,CEG,PG,PPG,FMC,MRO,RHI,MSI,ES,MTD,AVY
5246,EA,ABMD,CHD,CME,KHC,HPQ,NWSA,BKR,AEE,UDR,D,AON,IPG,GPN,AAL
5247,VRSN,XTSLA,ALLE,PSA,BRKB,MTB,FLT,TJX,LMT,STE,AJG,EMN,TFX,ARE,PEG
5248,AVB,F,RCL,PKG,FMC,CPRT,AMD,MAS,PRU,COST,LUMN,PRU,ATO,AMGN,TT
5249,JPM,DPZ,JBHT,PFE,XRAY,HD,ZTS,UDR,PPG,GILD,ULTA,CDNS,SO,NRG,FOXA
5250,CPB,MSCI,TFX,MU,KEYS,AZO,TAP,QRVO,CRL,EL,DOW,DAL,WY,PPG,HOLX
5251,WAT,MS,ODFL,RHI,AEE,AXP,VRSN,MSI,PM,ABT,ETSY,CI,OTIS,TYL,RJF
5252,CARR,XYL,GPC,GS,CAT,HSIC,HAS,FIS,HII,LIN,RTX,CPT,TER,STE,TXT
5253,BKNG,LHX,BKR,DOV,PKG,PKG,AFL,DPZ,ORCL,CMA,AXP,CNC,RE,ICE,DOV
5254,PRU,HON,CE,CMCSA,TXN,WM,TYL,GLW,ANTM,YUM,NEM,INTC,CTAS,MNST,CI
5255,PXD,HAS,TPR,LYV,CF,IEX,ES,QCOM,LDOS,DIS,AVY,WMT,UAA,CSCO,FLT
5256,AAL,ROK,AVB,BBWI,UHS,AJG,VRSN,LIN,ICE,GPC,IR,CAG,PKI,APD,KEY
5257,XYL,STX,IPG,MAR,ED,PPL,TYL,BAX,PENN,CNP,AMT,SYF,CCI,CNP,SPG
5258,DGX,ORLY,BWA,OMC,MPC,NDSN,MNST,GNRC,CDAY,REGN,UHS,ADP,FE,ILMN,HII
5259,SEDG,LMT,ZBRA,PM,MTB,MMC,AON,UHS,GLW,XOM,HUM,KR,BDX,LIN,DIS
5260,SWKS,V,UDR,ROST,CCI,TEL,DG,K,BXP,IR,XRAY,HPQ,NFLX,MAA,ADSK
5261,ANSS,HBAN,BAC,BWA,CLX,ADI,BLL,WMT,CDAY,CARR,PGR,ROST,AMD,LH,KMI
5262,J,GILD,MLM,EPAM,HIG,ANSS,BLL,TJX,AON,PEAK,PHM,OKE,RE,KMI,WTW
5263,HCA,ADI,ILMN,WRK,CHTR,RMD,AZO,BSX,NOW,OMC,CNP,PG,MA,MAS,IBM
5264,KR,BAC,LHX,ZION,SEE,BBWI,SIVB,MET,AWK,ROP,LDOS,AME,MTB,WFC,NLOK
5265,BMY,FB,DUK,HUM,ADI,XRAY,CPB,STX,AKAM,WBD,CB,CPB,AAL,AVGO,IPGP
5266,SPG,CB,AMT,DE,PENN,O,WFC,CSCO,PKG,DIS,NTRS,AKAM,CCL,REGN,CHRW
5267,LNC,BRKB,L,PPG,SBAC,AWK,AIZ,TRV,EL,DLR,FBHS,CNP,CTAS,CI,CARR
5268,MET,MAA,TSCO,HST,CME,QCOM,BA,WHR,OGN,NOC,EMN,PEAK,SYF,VLO,OKE
5269,GS,TPR,ANSS,NKE,DE,MOS,PKI,MCD,ES,TPR,AIZ,FIS,CHRW,NWSA,DOW
5270,HCA,NTAP,PWR,CE,IEX,MS,XTSLA,CNP,DOV,KLAC,MTB,WFC,GE,HCA,VRSN
5271,V,MAS,DOV,DRE,PH,A,RL,VNO,DFS,AMT,CMG,CTLT,QRVO,HUM,PNC
5272,REGN,TMUS,IPGP,GL,AMCR,ECL,UPS,CTAS,CHTR,MTCH,WDC,ULTA,CFG,NEM,OKE
5273,DHR,OXY,PTC,VRSN,PPL,LVS,USD,SBUX,GPN,ADI,EXC,DRE,IP,UDR,NXPI
5274,HIG,WTW,WST,TEL,HPQ,GOOG,YUM,VZ,ZBRA,SHW,LKQ,DLR,VLO,HPQ,WM
5275,STX,ALK,BR,V,SWKS,PEP,APD,NCLH,AFL,HCA,MET,HII,AIZ,BMY,RCL
5276,C,BFB,HPE,FRT,CFG,AVY,GOOG,SWK,CTAS,NTAP,CDW,DPZ,OKE,BBWI,CAG
5277,GOOG,PNC,CHD,CCL,ZBRA,TAP,KMX,CB,WY,WBA,FANG,SO,APD,FMC,VZ
5278,LUMN,CCL,JNPR,AFL,CBOE,HES,AMAT,PSA,ANET,PEG,SWK,ROP,ICE,GOOGL,WAT
5279,DVA,CNC,VRTX,KEYS,DIS,BKNG,BBY,NVDA,COP,DTE,TJX,NFLX,HES,KHC,ZBRA
5280,DE,INTC,ESS,BLL,SLB,SIVB,V,CLX,NVDA,FITB,KHC,INTC,NEM,FANG,OXY
5281,AMAT,APH,GM,FB,ATO,K,HRL,AVY,XEL,RJF,TMO,KIM,TRV,EPAM,IT
5282,RF,WFC,AAL,HST,NKE,AIZ,UHS,ACN,HUM,HES,EA,BA,NLOK,ABC,ISRG
5283,COF,CTAS,HSIC,EW,BRO,VRSK,EOG,VTRS,PFG,FCX,CMCSA,PKI,SCHW,SBNY,ITW
5284,CAH,DPZ,KMB,PHM,IFF,PHM,CAG,UPS,FRT,SEDG,CHTR,AAPL,DRE,PNW,OXY
5285,EVRG,MSI,ETN,FITB,D,CCI,ALGN,KIM,ECL,XOM,TPR,OGN,T,KLAC,TRMB
5286,VRSK,MAA,MTCH,AME,MCK,LNT,L,NTRS,SBNY,DPZ,BBY,DG,HII,VNO,AVY
5287,NTRS,ALB,RTX,EBAY,AAPL,EXR,MSFT,ED,PENN,APTV,ADSK,AMZN,TSN,BLL,PRU
5288,UPS,SEE,PNR,TFC,FLT,INTC,WYNN,CERN,ETSY,CNP,ULTA,IPG,BWA,BEN,CAH
5289,HD,LYV,SYF,GNRC,MTCH,BKNG,MKTX,IP,CDNS,COO,LHX,ACN,ABMD,MU,ALLE
5290,RTX,D,NXPI,FDS,CDW,EOG,BKR,HUM,APH,XYL,MKTX,PSA,BIIB,RSG,EW
5291,MDLZ,RL,VZ,ARE,TMUS,COF,SNA,IR,CSX,NWS,GILD,MTCH,LIN,COP,MCHP
5292,DLTR,SNA,UHS,EL,VTRS,LUV,LDOS,WRB,SLB,RMD,T,TXT,DE,FRC,XRAY
5293,ETR,ITW,DLTR,RTX,WAB,RMD,PH,MA,RMD,AAP,ALB,ANSS,SO,NDSN,BXP
5294,IQV,VMC,INCY,WYNN,LW,MSCI,AXP,MRO,IFF,URI,TSLA,BKNG,UNH,KO,KEYS
5295,TECH,MTCH,C,TSCO,HD,CAH,INTC,GRMN,ADBE,PM,AMCR,GM,DIS,KIM,TSCO
